"appTitle","userName","date","score","text"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Pavan Reddy Kandlagunta","March 4, 2019",5,"gud to play and more interesting"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","GAURAV DHIMAN","March 4, 2019",5,"nice game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Jesse Palmer","March 4, 2019",5,"it is.fun"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Jeshwanth Kandukuri","March 4, 2019",5,"nice"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","mustafa jaber","March 4, 2019",5,"when open the next level, I am finish all levels, next level (coming soon) when?????"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 4, 2019",5,"amezing game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 4, 2019",5,"nice. shooting. game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Arin Sen","March 4, 2019",5,"love it"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 4, 2019",5,"I like shooting game's"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 4, 2019",5,"nice"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 4, 2019",1,"nice game this is so ameging"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Rokon Ahmed","March 4, 2019",5,"It's an amazing game. Graphics & Control are great. ❤️"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 4, 2019",5,"good gaming score"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 4, 2019",5,"very real kind of game it is and nice music...."
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 4, 2019",5,"nice"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Heidi Ware","March 4, 2019",5,"good"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Olamilekan Akerele","March 4, 2019",5,"It was fun"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Abd Latif Sirim","March 4, 2019",4,"Simple but entertaining game."
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 4, 2019",5,"it is world's best game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 4, 2019",5,"it is very nice and good game and I Love This game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Akaram kishore","March 4, 2019",5,"really you can enjoy the game with the low mb of download 😁"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Timothy Ingoldsby","March 4, 2019",4,"awsome"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Louetta Woodard","March 4, 2019",2,"good"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Anubhuti P. Das","March 4, 2019",5,"Good"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","kali prasad Rout","March 4, 2019",5,"nice"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Nick ORTIZ","March 4, 2019",1,"DO NOT PLAY. To many cliches, half the time you do not receive your rewards and any complaints to the administration they will blame it on your connection no matter what the issue is and DO NOT BUY ANYTHING on this game. I have spent well over 500 dollars on this game for diamonds and tokens to upgrade my weapon and on 3 separate occasions when I logged on half of my weapon upgrade was gone. After spending money to upgrade they randomly take it away and do nothing to fix it. They are crooks."
